date,block,slow,medium,fast
"2022-05-16 00:00:04.871670","14784803","22","23","23"
"2022-05-16 00:02:03.621579","14784814","20","21","21"
"2022-05-16 00:04:04.313164","14784827","16","16","17"
"2022-05-16 00:06:06.703598","14784836","19","19","21"
"2022-05-16 00:08:04.507165","14784843","19","20","21"
"2022-05-16 00:10:06.967582","14784849","25","26","28"
"2022-05-16 00:12:04.857238","14784858","20","21","22"
"2022-05-16 00:14:04.596872","14784865","22","23","23"
"2022-05-16 00:16:03.715510","14784870","22","24","25"
"2022-05-16 00:18:03.589656","14784873","31","32","33"
"2022-05-16 00:20:04.416568","14784880","30","31","31"
"2022-05-16 00:22:04.357018","14784892","21","21","21"
"2022-05-16 00:24:03.956385","14784905","16","17","17"
"2022-05-16 00:26:04.454494","14784916","20","20","22"
"2022-05-16 00:28:04.110509","14784921","21","21","23"
"2022-05-16 00:30:06.151701","14784932","19","19","20"
"2022-05-16 00:32:03.922799","14784939","21","21","22"
"2022-05-16 00:34:03.547777","14784948","20","21","22"
"2022-05-16 00:36:04.743129","14784956","19","19","20"
"2022-05-16 00:38:04.429569","14784968","16","16","16"
"2022-05-16 00:40:04.394408","14784974","16","16","17"
"2022-05-16 00:42:04.187421","14784988","15","15","15"
"2022-05-16 00:44:03.869988","14784996","16","16","17"
"2022-05-16 00:46:03.729283","14785003","17","17","19"
"2022-05-16 00:48:04.476721","14785011","19","19","19"
"2022-05-16 00:50:04.600168","14785019","19","19","20"
"2022-05-16 00:52:03.489952","14785028","19","19","20"
"2022-05-16 00:54:05.203094","14785040","16","16","18"
"2022-05-16 00:56:04.445607","14785052","13","13","13"
"2022-05-16 00:58:04.249206","14785060","15","15","17"
"2022-05-16 01:00:05.585665","14785066","17","17","19"
"2022-05-16 01:02:04.306894","14785081","13","14","14"
"2022-05-16 01:04:04.078059","14785089","12","13","13"
"2022-05-16 01:06:03.522811","14785097","14","15","15"
"2022-05-16 01:08:04.260971","14785101","19","20","22"
"2022-05-16 01:10:04.172161","14785105","19","20","20"
"2022-05-16 01:12:05.174854","14785116","20","20","20"
"2022-05-16 01:14:03.842307","14785129","13","13","13"
"2022-05-16 01:16:04.394847","14785139","14","14","14"
"2022-05-16 01:18:04.304051","14785143","23","23","25"
"2022-05-16 01:20:04.157174","14785152","22","22","24"
"2022-05-16 01:22:04.103691","14785163","17","17","18"
"2022-05-16 01:24:03.764902","14785168","24","24","25"
"2022-05-16 01:26:03.587008","14785176","21","21","21"
"2022-05-16 01:28:04.343831","14785182","26","26","27"
"2022-05-16 01:30:04.482016","14785185","31","31","33"
"2022-05-16 01:32:04.541614","14785192","28","28","29"
"2022-05-16 01:34:04.507408","14785199","24","24","25"
"2022-05-16 01:36:05.969931","14785213","16","16","17"
"2022-05-16 01:38:03.755051","14785222","16","16","16"
"2022-05-16 01:40:05.794286","14785231","16","16","17"
"2022-05-16 01:42:03.914426","14785242","12","12","13"
"2022-05-16 01:44:03.600553","14785252","13","13","14"
"2022-05-16 01:46:04.083412","14785262","13","14","15"
"2022-05-16 01:48:03.833429","14785266","16","17","19"
"2022-05-16 01:50:03.610184","14785272","19","20","21"
"2022-05-16 01:52:03.541136","14785277","20","21","22"
"2022-05-16 01:54:04.180742","14785286","16","17","18"
"2022-05-16 01:56:03.917300","14785294","17","17","19"
"2022-05-16 01:58:03.588672","14785303","16","16","17"
"2022-05-16 02:00:04.573352","14785308","17","18","19"
"2022-05-16 02:02:10.123429","14785319","14","14","15"
"2022-05-16 02:04:03.843524","14785325","18","19","19"
"2022-05-16 02:06:04.487264","14785330","19","19","20"
"2022-05-16 02:08:04.136705","14785336","23","23","25"
"2022-05-16 02:10:04.073618","14785348","17","17","18"
"2022-05-16 02:12:03.962894","14785356","16","16","16"
"2022-05-16 02:14:03.647277","14785361","18","18","27"
"2022-05-16 02:16:05.179517","14785373","16","16","18"
"2022-05-16 02:18:04.259303","14785384","15","16","17"
"2022-05-16 02:20:04.108567","14785393","16","18","18"
"2022-05-16 02:22:03.935401","14785404","15","17","18"
"2022-05-16 02:24:03.682734","14785414","16","17","17"
"2022-05-16 02:26:04.221195","14785421","22","23","24"
"2022-05-16 02:28:03.857225","14785433","18","19","21"
"2022-05-16 02:30:05.602097","14785442","18","19","20"
"2022-05-16 02:32:04.338129","14785447","20","21","22"
"2022-05-16 02:34:04.036569","14785454","19","19","19"
"2022-05-16 02:36:03.633963","14785465","15","16","16"
"2022-05-16 02:38:04.320199","14785470","20","20","22"
"2022-05-16 02:40:05.214357","14785482","16","17","19"
"2022-05-16 02:42:03.930369","14785494","15","16","16"
"2022-05-16 02:44:03.526900","14785503","12","12","12"
"2022-05-16 02:46:03.963870","14785511","13","14","14"
"2022-05-16 02:48:03.637857","14785525","11","11","12"
"2022-05-16 02:50:04.456348","14785529","13","14","14"
"2022-05-16 02:52:04.347822","14785538","15","15","15"
"2022-05-16 02:54:04.040417","14785545","16","16","18"
"2022-05-16 02:56:03.515317","14785550","19","20","21"
"2022-05-16 02:58:04.166167","14785561","17","17","19"
"2022-05-16 03:00:04.378807","14785568","15","15","17"
"2022-05-16 03:02:04.205193","14785578","15","16","16"
"2022-05-16 03:04:03.866310","14785589","15","15","15"
"2022-05-16 03:06:03.549252","14785597","17","18","21"
"2022-05-16 03:08:04.191582","14785610","14","15","16"
"2022-05-16 03:10:04.429560","14785621","13","13","15"
"2022-05-16 03:12:04.149008","14785633","12","13","13"
"2022-05-16 03:14:03.811891","14785641","16","17","17"
"2022-05-16 03:16:04.406390","14785647","20","21","23"
"2022-05-16 03:18:04.558014","14785653","23","24","26"
"2022-05-16 03:20:14.678864","14785669","15","16","16"
"2022-05-16 03:22:04.386963","14785678","16","17","18"
"2022-05-16 03:24:04.306450","14785687","15","15","15"
"2022-05-16 03:26:03.943013","14785696","15","16","18"
"2022-05-16 03:28:03.624429","14785703","20","20","22"
"2022-05-16 03:30:04.453388","14785709","20","20","21"
"2022-05-16 03:32:03.453473","14785717","18","18","18"
"2022-05-16 03:34:04.094247","14785727","13","14","14"
"2022-05-16 03:36:03.699321","14785734","16","16","17"
"2022-05-16 03:38:04.389489","14785746","13","13","13"
"2022-05-16 03:40:04.282971","14785759","12","12","14"
"2022-05-16 03:42:04.149625","14785771","11","11","12"
"2022-05-16 03:44:03.797844","14785782","11","12","12"
"2022-05-16 03:46:09.149970","14785788","12","12","14"
"2022-05-16 03:48:03.897203","14785796","15","16","17"
"2022-05-16 03:50:04.790316","14785809","12","13","15"
"2022-05-16 03:52:03.477589","14785814","17","17","19"
"2022-05-16 03:54:04.078493","14785823","14","15","17"
"2022-05-16 03:56:09.550104","14785830","18","18","20"
"2022-05-16 03:58:04.273273","14785836","23","23","25"
"2022-05-16 04:00:06.507303","14785842","26","26","28"
"2022-05-16 04:02:04.228930","14785854","19","20","20"
"2022-05-16 04:04:03.911806","14785865","14","14","14"
"2022-05-16 04:06:04.372275","14785880","11","11","11"
"2022-05-16 04:08:04.045570","14785890","9","10","10"
"2022-05-16 04:10:10.037841","14785897","13","13","15"
"2022-05-16 04:12:03.898336","14785902","17","17","19"
"2022-05-16 04:14:03.599177","14785912","15","16","17"
"2022-05-16 04:16:04.170072","14785921","13","13","15"
"2022-05-16 04:18:04.189839","14785938","9","10","10"
"2022-05-16 04:20:04.010758","14785949","11","11","13"
"2022-05-16 04:22:03.882645","14785958","12","13","15"
"2022-05-16 04:24:03.605202","14785963","18","18","21"
"2022-05-16 04:26:03.703448","14785973","16","17","17"
"2022-05-16 04:28:04.400200","14785985","15","16","17"
