date,block,slow,medium,fast
"2022-04-18 00:00:05.107491","14607713","25","26","27"
"2022-04-18 00:02:04.412257","14607727","19","20","21"
"2022-04-18 00:04:04.377749","14607732","21","21","23"
"2022-04-18 00:06:04.671781","14607741","19","20","20"
"2022-04-18 00:08:04.620454","14607754","13","14","14"
"2022-04-18 00:10:04.992748","14607765","18","19","19"
"2022-04-18 00:12:04.326756","14607771","21","22","23"
"2022-04-18 00:14:04.334739","14607779","23","24","24"
"2022-04-18 00:16:04.526493","14607790","17","18","18"
"2022-04-18 00:18:04.647309","14607797","18","18","18"
"2022-04-18 00:20:04.836525","14607812","15","15","16"
"2022-04-18 00:22:04.211829","14607822","16","16","17"
"2022-04-18 00:24:04.519538","14607826","15","15","17"
"2022-04-18 00:26:03.912066","14607834","22","23","24"
"2022-04-18 00:28:03.880264","14607847","17","17","18"
"2022-04-18 00:30:04.050130","14607853","18","19","20"
"2022-04-18 00:32:04.681724","14607863","21","22","24"
"2022-04-18 00:34:04.720360","14607870","21","21","22"
"2022-04-18 00:36:04.600238","14607883","19","20","20"
"2022-04-18 00:38:04.612902","14607888","25","26","27"
"2022-04-18 00:40:05.033105","14607897","20","20","20"
"2022-04-18 00:42:04.456049","14607912","16","17","17"
"2022-04-18 00:44:04.410714","14607918","22","23","25"
"2022-04-18 00:46:04.642548","14607930","16","17","17"
"2022-04-18 00:48:04.790668","14607942","18","19","20"
"2022-04-18 00:50:11.353987","14607953","16","16","16"
"2022-04-18 00:52:04.363117","14607961","19","20","20"
"2022-04-18 00:54:04.405222","14607967","24","24","26"
"2022-04-18 00:56:04.637825","14607980","18","18","18"
"2022-04-18 00:58:05.302428","14607986","22","24","25"
"2022-04-18 01:00:04.457142","14607993","19","20","20"
"2022-04-18 01:02:04.659461","14608000","25","26","27"
"2022-04-18 01:04:04.648618","14608009","20","21","21"
"2022-04-18 01:06:03.892278","14608020","16","16","17"
"2022-04-18 01:08:04.648450","14608027","25","25","26"
"2022-04-18 01:10:05.152539","14608035","21","22","23"
"2022-04-18 01:12:04.630309","14608045","21","21","22"
"2022-04-18 01:14:07.793618","14608052","20","20","20"
"2022-04-18 01:16:03.972595","14608069","15","15","15"
"2022-04-18 01:18:04.099413","14608080","17","17","18"
"2022-04-18 01:20:04.232401","14608090","16","17","18"
"2022-04-18 01:22:04.498942","14608101","17","17","19"
"2022-04-18 01:24:04.457914","14608112","18","19","20"
"2022-04-18 01:26:03.732626","14608118","19","20","20"
"2022-04-18 01:28:04.692273","14608128","18","18","19"
"2022-04-18 01:30:04.793269","14608131","23","23","23"
"2022-04-18 01:32:04.097651","14608139","24","25","26"
"2022-04-18 01:34:04.075417","14608149","21","21","23"
"2022-04-18 01:38:04.637843","14608169","16","16","17"
"2022-04-18 01:40:04.828273","14608177","18","18","19"
"2022-04-18 01:42:04.196950","14608186","20","21","22"
"2022-04-18 01:44:04.218723","14608197","21","21","22"
"2022-04-18 01:46:04.448444","14608205","21","21","24"
"2022-04-18 01:48:04.406131","14608213","23","23","25"
"2022-04-18 01:50:04.499367","14608222","19","19","19"
"2022-04-18 01:52:03.755669","14608229","25","25","26"
"2022-04-18 01:54:04.701423","14608239","20","21","22"
"2022-04-18 01:56:03.870589","14608248","17","17","17"
"2022-04-18 01:58:03.834738","14608258","17","17","18"
"2022-04-18 02:00:05.275423","14608268","20","20","21"
"2022-04-18 02:02:04.215112","14608278","18","19","19"
"2022-04-18 02:04:04.144986","14608285","23","23","25"
"2022-04-18 02:06:04.618380","14608297","17","17","17"
"2022-04-18 02:08:04.630091","14608305","19","19","22"
"2022-04-18 02:10:04.859678","14608308","27","28","30"
"2022-04-18 02:12:04.367580","14608318","21","22","23"
"2022-04-18 02:14:04.396445","14608329","21","21","23"
"2022-04-18 02:16:04.495248","14608336","21","22","24"
"2022-04-18 02:18:04.680408","14608345","24","24","25"
"2022-04-18 02:20:04.918110","14608354","23","24","24"
