date,block,slow,medium,fast"2022-03-02 07:52:04.023309","14308523","91","92","93"
"2022-03-02 09:46:03.852660","14309041","94","94","96"
"2022-03-02 09:48:03.693142","14309053","70","70","72"
"2022-03-02 09:50:04.657768","14309064","76","77","78"
"2022-03-02 09:52:03.653931","14309071","70","71","71"
"2022-03-02 09:54:04.395302","14309079","88","88","90"
"2022-03-02 09:56:03.860119","14309085","98","99","100"
"2022-03-02 09:58:03.623037","14309093","90","90","92"
"2022-03-02 10:00:05.000265","14309107","53","53","53"
"2022-03-02 10:02:05.065811","14309113","73","74","76"
"2022-03-02 10:04:03.861338","14309117","100","101","102"
"2022-03-02 10:06:04.007027","14309129","69","69","70"
"2022-03-02 10:08:03.767407","14309142","61","62","62"
"2022-03-02 10:10:04.278597","14309156","56","56","57"
"2022-03-02 10:12:04.021200","14309166","53","54","54"
"2022-03-02 10:14:03.910854","14309175","66","67","68"
"2022-03-02 10:16:03.635326","14309189","49","50","50"
"2022-03-02 10:18:04.167079","14309198","52","52","52"
"2022-03-02 10:20:05.913448","14309205","59","59","60"
"2022-03-02 10:22:04.829648","14309212","56","57","59"
"2022-03-02 10:24:03.618782","14309217","73","73","75"
"2022-03-02 10:26:04.406541","14309234","57","58","58"
"2022-03-02 10:28:04.194526","14309242","74","75","77"
"2022-03-02 10:30:04.288287","14309251","78","78","80"
"2022-03-02 10:32:04.279693","14309261","74","74","74"
"2022-03-02 10:34:04.041325","14309272","67","67","67"
"2022-03-02 10:36:03.856956","14309279","68","69","69"
"2022-03-02 10:38:03.625049","14309290","57","58","58"
"2022-03-02 10:40:04.765351","14309294","78","79","80"
"2022-03-02 10:42:04.176195","14309299","83","84","88"
"2022-03-02 10:44:04.055448","14309309","72","72","72"
"2022-03-02 10:46:04.049959","14309319","66","67","69"
"2022-03-02 10:48:04.053110","14309333","47","47","47"
"2022-03-02 10:50:03.950758","14309338","51","52","52"
"2022-03-02 10:52:04.065587","14309346","77","77","78"
"2022-03-02 10:54:03.833275","14309350","80","80","82"
"2022-03-02 10:56:06.953705","14309359","88","88","88"
"2022-03-02 10:58:03.787952","14309367","78","78","78"
"2022-03-02 11:00:04.100194","14309380","63","64","65"
"2022-03-02 11:02:04.059121","14309390","68","69","69"
"2022-03-02 11:04:03.802582","14309401","63","63","64"
"2022-03-02 11:06:04.505847","14309407","74","75","77"
"2022-03-02 11:08:05.373734","14309418","60","60","60"
"2022-03-02 11:10:05.417494","14309424","62","63","64"
"2022-03-02 11:12:04.269629","14309433","66","67","68"
"2022-03-02 11:14:05.137289","14309447","58","59","60"
"2022-03-02 11:16:04.004122","14309457","59","59","61"
"2022-03-02 11:18:03.982143","14309471","47","47","52"
"2022-03-02 11:20:04.290815","14309482","42","43","43"
"2022-03-02 11:22:04.321935","14309486","60","61","62"
"2022-03-02 11:24:04.013676","14309493","67","68","69"
"2022-03-02 11:26:03.663661","14309507","50","51","52"
"2022-03-02 11:28:07.894009","14309513","56","56","58"
"2022-03-02 11:30:06.243416","14309519","66","67","68"
"2022-03-02 11:32:04.524606","14309529","68","68","70"
"2022-03-02 11:34:04.323973","14309533","80","80","81"
"2022-03-02 11:36:04.225484","14309542","69","69","70"
"2022-03-02 11:38:04.284795","14309551","73","74","75"
"2022-03-02 11:40:04.246690","14309557","73","74","74"
"2022-03-02 11:42:04.575948","14309566","70","70","70"
"2022-03-02 11:44:04.359307","14309573","73","73","74"
"2022-03-02 11:46:04.002308","14309580","67","68","68"
"2022-03-02 11:48:04.136772","14309589","71","72","73"
"2022-03-02 11:50:04.118959","14309597","57","57","58"
"2022-03-02 11:52:04.459623","14309608","55","55","55"
"2022-03-02 11:54:04.216036","14309615","61","62","62"
"2022-03-02 11:56:04.063549","14309624","73","73","73"
"2022-03-02 11:58:04.041080","14309633","68","68","69"
"2022-03-02 12:00:04.335708","14309639","79","79","80"
"2022-03-02 12:02:04.322190","14309650","73","73","74"
"2022-03-02 12:04:04.057123","14309656","75","76","76"
"2022-03-02 12:06:03.765068","14309664","77","77","97"
"2022-03-02 12:08:04.473271","14309676","64","65","65"
"2022-03-02 12:10:04.555917","14309683","71","72","74"
"2022-03-02 12:12:04.513397","14309689","89","89","91"
"2022-03-02 12:14:04.337047","14309700","68","68","68"
"2022-03-02 12:16:04.912302","14309707","74","74","75"
"2022-03-02 12:18:03.918852","14309717","56","56","57"
"2022-03-02 12:20:04.206524","14309725","57","57","58"
"2022-03-02 12:22:03.928945","14309735","48","49","50"
"2022-03-02 12:24:03.744894","14309744","53","53","54"
"2022-03-02 12:26:03.868374","14309752","51","52","52"
"2022-03-02 12:28:03.634763","14309763","46","47","48"
"2022-03-02 12:30:04.581834","14309773","40","41","41"
"2022-03-02 12:32:03.647351","14309778","56","57","58"
"2022-03-02 12:34:04.350696","14309783","71","72","73"
"2022-03-02 12:36:04.115287","14309793","60","60","60"
"2022-03-02 12:38:03.857433","14309804","53","53","54"
"2022-03-02 12:40:03.930304","14309812","45","45","46"
"2022-03-02 12:42:04.034936","14309823","47","47","47"
"2022-03-02 12:44:03.754523","14309831","54","55","58"
"2022-03-02 12:46:04.437092","14309839","52","52","53"
"2022-03-02 12:48:04.311457","14309855","45","45","45"
"2022-03-02 12:50:06.590000","14309868","43","43","45"
"2022-03-02 12:52:04.423147","14309880","36","37","38"
"2022-03-02 12:54:04.489040","14309893","37","38","39"
"2022-03-02 12:56:04.354041","14309902","42","43","43"
"2022-03-02 12:58:04.311203","14309913","43","43","45"
"2022-03-02 13:00:04.339189","14309920","44","45","45"
"2022-03-02 13:02:06.218556","14309924","70","71","72"
"2022-03-02 13:04:03.982751","14309936","50","50","52"
"2022-03-02 13:06:04.336670","14309940","64","64","65"
"2022-03-02 13:08:04.085234","14309949","62","63","63"
"2022-03-02 13:10:04.294784","14309956","51","52","52"
"2022-03-02 13:12:04.636831","14309964","54","54","54"
"2022-03-02 13:14:04.449044","14309971","69","69","70"
"2022-03-02 13:16:04.286962","14309981","55","55","55"
"2022-03-02 13:18:04.661386","14309990","53","53","54"
"2022-03-02 13:20:06.671440","14309998","50","51","52"
"2022-03-02 13:22:03.859875","14310007","51","51","54"
"2022-03-02 13:24:05.540169","14310019","39","40","40"
"2022-03-02 13:26:06.091410","14310026","45","45","45"
"2022-03-02 13:28:05.670965","14310033","48","48","50"
"2022-03-02 13:30:05.772199","14310038","52","53","54"
"2022-03-02 13:32:04.010032","14310049","63","64","65"
"2022-03-02 13:34:03.809354","14310056","58","58","62"
"2022-03-02 13:36:03.590216","14310062","67","67","69"
"2022-03-02 13:38:09.434637","14310070","62","62","64"
"2022-03-02 13:40:06.380973","14310075","65","66","66"
"2022-03-02 13:42:03.857702","14310083","66","67","68"
"2022-03-02 13:44:05.680771","14310096","53","54","54"
"2022-03-02 13:46:06.069276","14310102","63","64","65"
"2022-03-02 13:48:08.642466","14310108","61","61","61"
"2022-03-02 13:50:06.285427","14310113","83","83","84"
"2022-03-02 13:52:04.039072","14310123","64","65","65"
"2022-03-02 13:54:03.940513","14310129","69","69","71"
"2022-03-02 13:56:06.133136","14310136","68","68","68"
"2022-03-02 13:58:04.113784","14310147","57","58","58"
"2022-03-02 14:00:04.089278","14310156","60","61","64"
"2022-03-02 14:02:03.531476","14310166","85","85","86"
"2022-03-02 14:04:04.249317","14310171","102","103","104"
"2022-03-02 14:06:04.986107","14310175","139","139","141"
"2022-03-02 14:08:03.765644","14310186","80","82","82"
"2022-03-02 14:10:04.581836","14310195","75","77","77"
"2022-03-02 14:12:04.357780","14310199","108","109","111"
"2022-03-02 14:14:04.120468","14310207","88","88","89"
"2022-03-02 14:16:04.236998","14310220","60","61","61"
"2022-03-02 14:18:04.282378","14310228","71","71","73"
"2022-03-02 14:20:05.397343","14310235","64","64","64"
"2022-03-02 14:22:05.217669","14310245","53","54","54"
"2022-03-02 14:24:03.941731","14310254","54","55","55"
"2022-03-02 14:26:03.610268","14310268","44","45","45"
"2022-03-02 14:28:04.351405","14310274","53","53","55"
"2022-03-02 14:30:04.263113","14310278","66","66","67"
"2022-03-02 14:32:05.634658","14310285","75","75","76"
"2022-03-02 14:34:04.430412","14310296","49","49","49"
"2022-03-02 14:36:04.262565","14310305","55","56","56"
"2022-03-02 14:38:03.943539","14310312","58","59","59"
"2022-03-02 14:40:03.946175","14310320","51","52","52"
"2022-03-02 14:42:04.151586","14310332","46","46","46"
"2022-03-02 14:44:03.935294","14310341","44","45","45"
"2022-03-02 14:46:04.119626","14310350","42","43","43"
"2022-03-02 14:48:04.302381","14310356","54","55","56"
"2022-03-02 14:50:04.287312","14310370","43","44","46"
"2022-03-02 14:52:04.585934","14310381","57","57","59"
"2022-03-02 14:54:04.367934","14310387","67","68","69"
"2022-03-02 14:56:04.343266","14310396","64","65","66"
"2022-03-02 14:58:04.516871","14310406","73","73","75"
"2022-03-02 15:00:04.711382","14310423","35","36","37"
"2022-03-02 15:02:03.642683","14310431","48","48","50"
"2022-03-02 15:04:04.365809","14310440","47","48","48"
"2022-03-02 15:06:04.048707","14310448","50","50","51"
"2022-03-02 15:08:03.787004","14310456","53","53","54"
"2022-03-02 15:10:04.032345","14310460","66","67","68"
"2022-03-02 15:12:03.854120","14310468","73","74","75"
"2022-03-02 15:14:03.592879","14310476","63","64","65"
"2022-03-02 15:16:03.625551","14310482","64","65","65"
"2022-03-02 15:18:03.607339","14310491","56","57","57"
"2022-03-02 15:20:04.562414","14310495","62","63","64"
"2022-03-02 15:22:03.689461","14310501","70","71","73"
"2022-03-02 15:24:04.448979","14310508","70","71","71"
"2022-03-02 15:26:04.409643","14310519","57","58","58"
"2022-03-02 15:28:04.138454","14310528","41","41","41"
"2022-03-02 15:30:04.440861","14310537","56","56","57"
"2022-03-02 15:32:03.720112","14310540","70","70","72"
"2022-03-02 15:34:05.277312","14310551","61","62","62"
"2022-03-02 15:36:04.004682","14310564","55","56","56"
"2022-03-02 15:38:03.699792","14310575","60","60","62"
"2022-03-02 15:40:04.922946","14310580","62","62","64"
"2022-03-02 15:42:03.988096","14310583","79","79","81"
"2022-03-02 15:44:03.743255","14310588","78","78","78"
"2022-03-02 15:46:03.783670","14310596","73","74","74"
"2022-03-02 15:48:03.634349","14310601","89","90","91"
"2022-03-02 15:50:04.717408","14310611","69","70","73"
"2022-03-02 15:52:03.588300","14310618","69","69","70"
"2022-03-02 15:54:04.486955","14310631","46","47","47"
"2022-03-02 15:56:04.243251","14310638","51","51","52"
"2022-03-02 15:58:05.059556","14310648","51","52","53"
"2022-03-02 16:00:04.374513","14310653","55","56","57"
"2022-03-02 16:02:04.398666","14310666","51","52","52"
"2022-03-02 16:04:04.167775","14310673","55","56","57"
"2022-03-02 16:06:03.904546","14310682","55","55","58"
"2022-03-02 16:08:03.625091","14310696","45","45","45"
"2022-03-02 16:10:04.926485","14310705","42","43","43"
"2022-03-02 16:12:03.769085","14310711","55","56","56"
"2022-03-02 16:14:04.571097","14310724","38","38","39"
"2022-03-02 16:16:04.290713","14310732","42","42","42"
"2022-03-02 16:18:04.246902","14310742","42","42","43"
"2022-03-02 16:20:04.180873","14310747","42","43","43"
"2022-03-02 16:22:04.400511","14310755","58","58","60"
"2022-03-02 16:24:04.181890","14310766","40","41","41"
"2022-03-02 16:26:04.221830","14310774","43","44","46"
"2022-03-02 16:28:06.847889","14310786","39","40","41"
"2022-03-02 16:30:26.701929","14310794","39","39","41"
"2022-03-02 16:32:04.493875","14310809","30","30","30"
"2022-03-02 16:34:05.305453","14310818","28","29","29"
"2022-03-02 16:36:04.036518","14310829","35","36","37"
"2022-03-02 16:38:03.782086","14310838","35","36","36"
"2022-03-02 16:40:03.976403","14310851","31","31","31"
"2022-03-02 16:42:03.954597","14310857","35","35","37"
"2022-03-02 16:44:03.666669","14310867","36","36","36"
"2022-03-02 16:46:05.507185","14310872","42","44","46"
"2022-03-02 16:48:04.359624","14310884","33","34","34"
"2022-03-02 16:50:04.567594","14310890","43","44","46"
"2022-03-02 16:52:04.892951","14310903","34","35","37"
"2022-03-02 16:54:03.920228","14310909","37","38","39"
"2022-03-02 16:56:04.026688","14310917","48","48","48"
"2022-03-02 16:58:03.814668","14310922","59","59","61"
"2022-03-02 17:00:04.883024","14310933","48","49","49"
"2022-03-02 17:02:04.135369","14310942","46","46","49"
"2022-03-02 17:04:04.174536","14310949","55","56","58"
"2022-03-02 17:06:03.689951","14310962","33","33","34"
"2022-03-02 17:08:04.450459","14310977","29","30","30"
"2022-03-02 17:10:04.888363","14310985","28","29","29"
"2022-03-02 17:12:04.770845","14310991","42","42","44"
"2022-03-02 17:14:03.720943","14311002","39","40","42"
"2022-03-02 17:16:04.648492","14311007","46","46","47"
"2022-03-02 17:18:03.602212","14311016","43","44","44"
"2022-03-02 17:20:04.823495","14311025","42","43","43"
"2022-03-02 17:22:12.869272","14311034","42","42","42"
"2022-03-02 17:24:03.921852","14311038","41","42","44"
"2022-03-02 17:26:03.953928","14311049","38","38","39"
"2022-03-02 17:28:05.986600","14311058","36","37","39"
"2022-03-02 17:30:04.023358","14311063","49","50","51"
"2022-03-02 17:32:04.293596","14311073","43","44","45"
"2022-03-02 17:34:04.553960","14311078","47","48","49"
"2022-03-02 17:36:04.203184","14311083","68","68","69"
"2022-03-02 17:38:04.194225","14311091","61","62","64"
"2022-03-02 17:40:04.297671","14311098","58","58","59"
"2022-03-02 17:42:15.542920","14311106","56","57","57"
"2022-03-02 17:44:04.416464","14311119","90","91","192"
"2022-03-02 17:46:04.170664","14311128","71","71","72"
"2022-03-02 17:48:04.004996","14311133","95","95","96"
"2022-03-02 17:50:03.935883","14311144","79","79","80"
"2022-03-02 17:52:04.137756","14311152","94","95","96"
"2022-03-02 17:54:03.882038","14311162","72","73","73"
"2022-03-02 17:56:03.653042","14311174","65","65","65"
"2022-03-02 17:58:04.434298","14311182","73","73","74"
"2022-03-02 18:00:04.329224","14311192","74","75","77"
"2022-03-02 18:02:03.660779","14311203","60","60","61"
"2022-03-02 18:04:04.727419","14311207","85","86","87"
"2022-03-02 18:06:07.084624","14311214","98","99","99"
"2022-03-02 18:08:03.809316","14311223","94","95","95"
"2022-03-02 18:10:03.847570","14311231","90","90","90"
"2022-03-02 18:12:04.044141","14311243","62","63","63"
"2022-03-02 18:14:03.851981","14311246","64","64","65"
"2022-03-02 18:16:04.437542","14311256","76","77","78"
"2022-03-02 18:18:04.733126","14311264","66","66","67"
"2022-03-02 18:20:03.675354","14311271","78","79","81"
"2022-03-02 18:22:04.419385","14311282","57","58","58"
"2022-03-02 18:24:05.394405","14311293","57","58","59"
"2022-03-02 18:26:04.044502","14311303","51","52","53"
"2022-03-02 18:28:03.799791","14311316","40","41","41"
"2022-03-02 18:30:05.532829","14311325","47","47","48"
"2022-03-02 18:32:04.360058","14311332","38","39","39"
"2022-03-02 18:34:04.053730","14311338","56","57","58"
"2022-03-02 18:36:04.597854","14311346","57","57","59"
"2022-03-02 18:38:04.452750","14311356","50","50","50"
"2022-03-02 18:40:06.304875","14311365","45","46","47"
"2022-03-02 18:42:03.930162","14311374","39","40","40"
"2022-03-02 18:44:03.678099","14311383","39","40","42"
"2022-03-02 18:46:04.415505","14311393","35","35","36"
"2022-03-02 18:48:05.603803","14311407","33","34","34"
"2022-03-02 18:50:04.530347","14311415","42","43","45"
"2022-03-02 18:52:03.861161","14311423","44","45","46"
"2022-03-02 18:54:03.637508","14311429","40","40","41"
"2022-03-02 18:56:47.114891","14311448","33","33","34"
"2022-03-02 19:00:06.084738","14311464","36","36","38"
"2022-03-02 19:02:03.860793","14311468","55","55","57"
"2022-03-02 19:04:03.638071","14311477","45","45","45"
"2022-03-02 19:06:05.999819","14311487","42","42","43"
"2022-03-02 19:08:03.941841","14311493","43","44","44"
"2022-03-02 19:10:04.904181","14311502","47","47","48"
"2022-03-02 19:12:06.501650","14311514","50","51","53"
"2022-03-02 19:14:04.391476","14311522","51","52","52"
"2022-03-02 19:17:04.725403","14311535","46","46","48"
"2022-03-02 19:18:06.040238","14311544","42","43","43"
"2022-03-02 19:20:22.860932","14311554","41","41","44"
"2022-03-02 19:22:04.232522","14311562","46","46","48"
"2022-03-02 19:24:04.247637","14311568","45","45","46"
"2022-03-02 19:26:04.252209","14311574","56","56","58"
"2022-03-02 19:28:04.335507","14311585","40","41","41"
"2022-03-02 19:30:04.844316","14311597","38","39","40"
"2022-03-02 19:32:05.022490","14311604","48","48","49"
"2022-03-02 19:34:06.606578","14311616","43","43","45"
"2022-03-02 19:36:06.783883","14311632","28","28","30"
"2022-03-02 19:38:08.639409","14311642","32","34","34"
"2022-03-02 19:40:04.670724","14311651","41","42","44"
"2022-03-02 19:42:04.946437","14311662","32","34","34"
"2022-03-02 19:44:11.985520","14311671","38","39","39"
"2022-03-02 19:46:07.724437","14311678","35","36","38"
"2022-03-02 19:48:47.554541","14311689","46","47","48"
"2022-03-02 19:50:04.531405","14311695","46","47","50"
"2022-03-02 19:52:05.706385","14311701","52","53","54"
"2022-03-02 19:54:17.635952","14311710","48","48","48"
"2022-03-02 19:56:06.436706","14311718","50","50","50"
"2022-03-02 19:58:04.234670","14311727","42","42","43"
"2022-03-02 20:00:17.351922","14311736","49","49","50"
"2022-03-02 20:02:19.064824","14311742","53","53","53"
"2022-03-02 20:04:21.816574","14311752","49","49","49"
"2022-03-02 20:06:21.054610","14311758","52","52","54"
"2022-03-02 20:10:05.851797","14311782","37","37","38"
"2022-03-02 20:13:09.939873","14311795","37","37","39"
"2022-03-02 20:14:03.660241","14311797","46","46","48"
"2022-03-02 20:16:06.862516","14311807","46","47","48"
"2022-03-02 20:18:08.752350","14311814","49","50","50"
"2022-03-02 20:20:06.127299","14311817","69","69","71"
"2022-03-02 20:22:04.140140","14311824","59","60","60"
"2022-03-02 20:24:11.917337","14311833","64","65","65"
"2022-03-02 20:26:05.509745","14311848","42","42","43"
"2022-03-02 20:28:04.644456","14311855","55","55","57"
"2022-03-02 20:30:13.257911","14311864","51","51","52"
"2022-03-02 20:32:06.265291","14311870","49","49","49"
"2022-03-02 20:34:04.240310","14311879","50","51","52"
"2022-03-02 20:36:04.036514","14311888","47","47","49"
"2022-03-02 20:38:04.032247","14311897","41","41","41"
"2022-03-02 20:40:04.284111","14311909","38","39","39"
"2022-03-02 20:42:04.467016","14311924","44","44","46"
"2022-03-02 20:44:09.824898","14311929","52","52","54"
"2022-03-02 20:46:03.924610","14311937","51","51","52"
"2022-03-02 20:48:03.943155","14311947","37","37","37"
"2022-03-02 20:50:04.036256","14311954","47","48","48"
"2022-03-02 20:52:04.597011","14311959","54","55","55"
"2022-03-02 20:54:04.396242","14311963","73","74","74"
"2022-03-02 20:56:04.641867","14311971","57","58","58"
"2022-03-02 20:58:04.336919","14311979","62","62","64"
"2022-03-02 21:00:06.220984","14311986","55","56","56"
"2022-03-02 21:02:04.316026","14311994","51","52","52"
"2022-03-02 21:04:04.135025","14312008","41","41","42"
"2022-03-02 21:06:06.895230","14312020","34","35","35"
"2022-03-02 21:08:06.240394","14312027","46","47","48"
"2022-03-02 21:10:04.602416","14312037","59","316","473"
"2022-03-02 21:12:04.015499","14312047","73","73","75"
"2022-03-02 21:14:04.140187","14312058","59","59","59"
"2022-03-02 21:16:04.932842","14312065","58","59","59"
"2022-03-02 21:18:04.065292","14312073","56","57","57"
"2022-03-02 21:20:26.855215","14312089","40","41","42"
"2022-03-02 21:22:10.310971","14312093","53","53","54"
"2022-03-02 21:24:05.229572","14312101","47","48","48"
"2022-03-02 21:26:04.061293","14312116","31","32","32"
"2022-03-02 21:28:03.828259","14312120","47","48","49"
"2022-03-02 21:30:03.778068","14312129","44","44","45"
"2022-03-02 21:32:03.829328","14312141","41","42","43"
"2022-03-02 21:34:03.569034","14312151","36","36","37"
"2022-03-02 21:36:04.225632","14312160","41","41","43"
"2022-03-02 21:38:04.527869","14312169","42","42","44"
"2022-03-02 21:40:04.695341","14312174","54","54","55"
"2022-03-02 21:42:04.244237","14312185","50","50","51"
"2022-03-02 21:44:03.953120","14312193","47","47","47"
"2022-03-02 21:46:04.224736","14312206","36","36","37"
"2022-03-02 21:48:03.968158","14312219","29","29","29"
"2022-03-02 21:50:07.668731","14312226","37","37","39"
"2022-03-02 21:52:04.270306","14312236","32","32","32"
"2022-03-02 21:54:04.062663","14312249","34","35","36"
"2022-03-02 21:56:04.326792","14312259","33","34","35"
"2022-03-02 21:58:04.094212","14312265","41","41","45"
"2022-03-02 22:00:04.034973","14312274","43","44","44"
"2022-03-02 22:02:04.572737","14312282","47","48","48"
"2022-03-02 22:04:09.349555","14312291","39","39","39"
"2022-03-02 22:06:05.215147","14312306","30","31","32"
"2022-03-02 22:08:03.928443","14312316","28","28","29"
"2022-03-02 22:10:04.082146","14312326","34","35","35"
"2022-03-02 22:12:03.961317","14312335","37","38","39"
"2022-03-02 22:14:03.738000","14312345","34","34","34"
"2022-03-02 22:16:03.598372","14312351","38","38","39"
"2022-03-02 22:18:03.548408","14312361","34","34","34"
"2022-03-02 22:20:06.119406","14312366","54","54","55"
"2022-03-02 22:22:05.972413","14312373","42","42","42"
"2022-03-02 22:24:03.738840","14312383","35","36","36"
"2022-03-02 22:26:04.691545","14312389","49","49","50"
"2022-03-02 22:28:04.432417","14312396","38","38","38"
"2022-03-02 22:30:06.541257","14312403","47","48","50"
"2022-03-02 22:32:04.185532","14312411","47","47","48"
"2022-03-02 22:34:05.853242","14312424","32","32","33"
"2022-03-02 22:36:03.858045","14312432","33","33","34"
"2022-03-02 22:38:03.604002","14312439","41","41","42"
"2022-03-02 22:40:04.701451","14312447","41","41","42"
"2022-03-02 22:42:04.084896","14312451","48","48","49"
"2022-03-02 22:44:05.121009","14312461","41","41","42"
"2022-03-02 22:46:04.350982","14312467","36","37","37"
"2022-03-02 22:48:04.095871","14312476","42","42","44"
"2022-03-02 22:50:04.494732","14312481","42","42","43"
"2022-03-02 22:52:04.307715","14312489","42","42","42"
"2022-03-02 22:54:04.097994","14312500","30","30","31"
"2022-03-02 22:56:03.946964","14312512","29","30","30"
"2022-03-02 22:58:03.766154","14312524","29","30","31"
"2022-03-02 23:00:04.729610","14312530","31","31","33"
"2022-03-02 23:02:03.758533","14312537","39","39","41"
"2022-03-02 23:04:04.806720","14312542","38","39","39"
"2022-03-02 23:06:08.602434","14312555","29","29","29"
"2022-03-02 23:08:04.603942","14312566","28","29","29"
"2022-03-02 23:10:04.657405","14312574","35","35","36"
"2022-03-02 23:12:05.083061","14312579","45","46","48"
"2022-03-02 23:14:03.808828","14312591","31","31","31"
"2022-03-02 23:16:04.157225","14312603","28","29","30"
"2022-03-02 23:18:04.106948","14312609","36","37","38"
"2022-03-02 23:20:04.097778","14312620","27","27","27"
"2022-03-02 23:22:04.171675","14312630","30","30","31"
"2022-03-02 23:24:04.029863","14312638","32","32","32"
"2022-03-02 23:26:03.884654","14312647","28","29","29"
"2022-03-02 23:28:03.611990","14312658","29","29","31"
"2022-03-02 23:30:04.868812","14312669","24","25","27"
"2022-03-02 23:32:04.029733","14312678","33","34","36"
"2022-03-02 23:34:03.845828","14312684","36","36","36"
"2022-03-02 23:36:03.597888","14312694","31","31","31"
"2022-03-02 23:38:04.402466","14312701","36","37","38"
"2022-03-02 23:40:04.375144","14312708","41","42","43"
"2022-03-02 23:42:04.743887","14312721","31","32","32"
"2022-03-02 23:44:04.538645","14312728","38","38","39"
"2022-03-02 23:46:04.349768","14312740","36","37","37"
"2022-03-02 23:48:04.175236","14312746","43","44","46"
"2022-03-02 23:50:04.213167","14312758","40","40","42"
"2022-03-02 23:52:04.244218","14312768","38","39","41"
"2022-03-02 23:54:05.038097","14312778","32","32","33"
"2022-03-02 23:56:03.829272","14312789","33","33","34"
"2022-03-02 23:58:03.564018","14312798","33","34","36"
"2022-03-03 00:00:04.640149","14312807","31","31","31"
"2022-03-03 00:02:03.865004","14312816","38","38","38"
"2022-03-03 00:04:03.661316","14312833","24","24","24"
"2022-03-03 00:06:03.613669","14312837","38","38","40"
"2022-03-03 00:08:04.460925","14312842","48","48","50"
"2022-03-03 00:10:07.572873","14312852","40","40","41"
"2022-03-03 00:12:03.487583","14312860","35","36","37"
"2022-03-03 00:14:09.301866","14312871","36","36","38"
"2022-03-03 00:16:04.108729","14312878","37","37","38"
"2022-03-03 00:18:04.372553","14312887","31","31","35"
"2022-03-03 00:20:05.279819","14312894","34","34","34"
"2022-03-03 00:22:04.081411","14312904","32","33","34"
"2022-03-03 00:24:03.822238","14312917","26","26","28"
"2022-03-03 00:26:03.631806","14312929","26","27","27"
"2022-03-03 00:28:04.347818","14312939","28","28","29"
