Date,Block,Slow,Medium,Fast
"2021-09-20 01:44:03.717435","13261593","49","50","50"
"2021-09-20 01:46:04.460288","13261603","48","49","49"
"2021-09-20 01:48:04.141709","13261615","43","43","71"
"2021-09-20 01:50:03.956339","13261631","38","38","55"
"2021-09-20 01:52:03.978998","13261642","37","38","38"
"2021-09-20 01:54:03.668123","13261647","35","36","52"
"2021-09-20 01:56:04.203246","13261656","44","45","45"
"2021-09-20 01:58:03.914221","13261667","39","40","54"
"2021-09-20 02:00:03.653802","13261679","35","36","36"
"2021-09-20 02:02:03.744145","13261684","57","58","59"
"2021-09-20 02:04:04.400483","13261693","44","45","58"
"2021-09-20 02:06:03.981962","13261702","49","50","50"
"2021-09-20 02:08:03.696643","13261714","41","42","43"
"2021-09-20 02:10:04.558814","13261724","42","42","54"
"2021-09-20 02:12:04.320550","13261732","42","42","44"
"2021-09-20 02:14:04.044617","13261748","29","30","30"
"2021-09-20 02:16:03.744647","13261756","36","36","54"
"2021-09-20 02:18:03.543426","13261768","33","34","35"
"2021-09-20 02:20:04.401557","13261775","38","38","43"
"2021-09-20 02:22:03.689442","13261779","49","49","50"
"2021-09-20 02:24:04.307779","13261788","44","44","45"
"2021-09-20 02:26:03.917936","13261798","41","41","41"
"2021-09-20 02:28:03.616991","13261807","36","37","37"
"2021-09-20 02:30:04.387449","13261816","38","39","39"
"2021-09-20 02:32:04.250905","13261822","47","47","50"
"2021-09-20 02:34:04.340544","13261838","34","34","46"
"2021-09-20 02:36:04.096610","13261852","29","29","29"
"2021-09-20 02:38:03.797165","13261863","36","36","54"
"2021-09-20 02:40:03.704708","13261870","37","37","37"
"2021-09-20 02:42:04.230632","13261884","32","33","33"
"2021-09-20 02:44:03.926724","13261896","33","34","35"
"2021-09-20 02:46:03.531457","13261903","28","28","33"
"2021-09-20 02:48:04.186413","13261913","38","38","39"
"2021-09-20 02:50:04.956060","13261921","36","37","37"
"2021-09-20 02:52:04.842009","13261929","36","36","36"
"2021-09-20 02:54:03.598968","13261943","31","31","31"
"2021-09-20 02:56:04.337905","13261945","35","35","36"
"2021-09-20 02:58:04.047170","13261956","38","39","41"
"2021-09-20 03:00:03.804954","13261965","37","37","37"
"2021-09-20 03:02:04.355002","13261973","41","41","50"
"2021-09-20 03:04:04.054274","13261983","39","39","39"
"2021-09-20 03:06:05.679322","13261993","39","39","42"
"2021-09-20 03:08:04.865855","13262002","41","41","43"
"2021-09-20 03:10:03.771892","13262009","43","43","48"
"2021-09-20 03:12:04.276142","13262024","31","31","31"
"2021-09-20 03:14:04.011729","13262033","36","36","41"
"2021-09-20 03:16:03.689343","13262040","47","47","47"
"2021-09-20 03:18:03.486238","13262049","45","45","46"
"2021-09-20 03:20:04.332516","13262061","40","40","40"
"2021-09-20 03:22:04.526548","13262069","42","43","44"
"2021-09-20 03:24:04.265448","13262077","40","40","40"
"2021-09-20 03:26:03.852304","13262084","43","44","44"
"2021-09-20 03:28:03.554487","13262093","41","42","42"
"2021-09-20 03:30:05.794153","13262103","39","39","40"
"2021-09-20 03:32:03.786289","13262108","52","53","57"
"2021-09-20 03:34:04.413007","13262115","52","52","53"
"2021-09-20 03:36:04.479237","13262124","47","47","49"
"2021-09-20 03:38:04.233130","13262133","45","46","46"
"2021-09-20 03:40:04.074054","13262143","39","40","40"
"2021-09-20 03:42:04.081011","13262151","37","38","46"
"2021-09-20 03:44:03.783971","13262155","51","51","52"
"2021-09-20 03:46:04.297912","13262162","53","53","55"
"2021-09-20 03:48:03.998802","13262170","49","50","50"
"2021-09-20 03:50:07.162065","13262180","44","45","45"
"2021-09-20 03:52:04.534848","13262185","46","47","47"
"2021-09-20 03:54:04.252347","13262195","38","39","39"
"2021-09-20 03:56:03.767997","13262204","49","49","51"
"2021-09-20 03:58:04.473704","13262210","46","47","54"
"2021-09-20 04:00:04.280284","13262229","33","33","33"
"2021-09-20 04:02:05.061045","13262240","36","37","38"
"2021-09-20 04:04:03.797756","13262250","35","36","37"
"2021-09-20 04:08:04.041858","13262265","48","49","50"
"2021-09-20 04:10:19.355441","13262273","61","62","67"
"2021-09-20 04:12:04.066394","13262279","66","67","73"
"2021-09-20 04:14:03.994475","13262286","65","67","75"
"2021-09-20 04:16:03.588124","13262297","60","61","65"
"2021-09-20 04:18:04.528370","13262308","50","50","51"
"2021-09-20 04:20:04.351878","13262316","49","49","51"
"2021-09-20 04:22:04.349157","13262326","51","52","52"
"2021-09-20 04:24:04.047450","13262336","51","52","52"
"2021-09-20 04:26:03.578155","13262347","47","47","48"
"2021-09-20 04:28:04.303703","13262356","52","53","54"
"2021-09-20 04:30:04.236747","13262364","60","61","65"
"2021-09-20 04:32:03.497341","13262370","74","74","75"
"2021-09-20 04:34:04.135701","13262380","74","75","82"
"2021-09-20 04:36:03.736984","13262386","88","89","104"
"2021-09-20 04:38:04.473680","13262398","65","65","65"
"2021-09-20 04:40:04.426923","13262405","58","58","59"
"2021-09-20 04:42:04.485145","13262414","78","79","80"
"2021-09-20 04:44:09.417502","13262422","90","91","92"
"2021-09-20 04:46:04.019638","13262427","102","103","104"
"2021-09-20 04:48:03.726067","13262432","117","118","122"
"2021-09-20 04:50:04.592578","13262435","131","131","132"
"2021-09-20 04:52:03.542338","13262441","148","148","152"
"2021-09-20 04:54:04.286577","13262452","138","138","139"
"2021-09-20 04:56:03.891214","13262459","139","140","140"
"2021-09-20 04:58:03.597855","13262463","152","153","154"
"2021-09-20 05:00:04.380507","13262473","131","133","157"
"2021-09-20 05:02:03.812178","13262483","112","112","112"
"2021-09-20 05:04:04.445138","13262492","110","111","111"
"2021-09-20 05:06:04.070138","13262499","109","110","130"
"2021-09-20 05:08:03.662217","13262509","93","94","94"
"2021-09-20 05:10:04.585342","13262519","84","84","85"
"2021-09-20 05:12:04.407847","13262527","88","88","93"
"2021-09-20 05:14:04.116731","13262539","70","70","70"
"2021-09-20 05:16:05.430831","13262552","64","65","65"
"2021-09-20 05:18:04.269987","13262566","57","58","72"
"2021-09-20 05:20:04.146621","13262570","71","71","98"
"2021-09-20 05:22:08.636420","13262578","82","83","98"
"2021-09-20 05:24:04.291512","13262581","104","105","105"
"2021-09-20 05:26:04.622001","13262590","116","116","126"
"2021-09-20 05:28:04.321410","13262595","142","143","154"
"2021-09-20 05:30:04.131384","13262601","145","146","148"
"2021-09-20 05:32:08.624830","13262606","188","188","190"
"2021-09-20 05:34:04.272306","13262617","143","148","148"
"2021-09-20 05:36:03.965268","13262625","163","164","164"
"2021-09-20 05:38:03.735493","13262633","164","166","195"
"2021-09-20 05:40:04.768521","13262643","137","142","192"
"2021-09-20 05:42:03.677012","13262660","128","129","129"
"2021-09-20 05:44:13.093245","13262671","132","133","160"
"2021-09-20 05:46:08.838149","13262675","167","168","179"
"2021-09-20 05:48:10.752048","13262681","168","169","189"
"2021-09-20 05:50:11.914988","13262693","155","155","171"
"2021-09-20 05:52:04.071922","13262701","162","163","192"
"2021-09-20 05:54:10.915849","13262709","152","152","156"
"2021-09-20 05:56:03.608262","13262716","161","165","194"
"2021-09-20 05:58:04.332340","13262720","199","200","203"
"2021-09-20 06:00:04.165986","13262728","171","173","204"
"2021-09-20 06:02:04.346844","13262735","190","191","220"
"2021-09-20 06:04:04.458583","13262747","136","137","137"
"2021-09-20 06:06:05.434765","13262762","99","101","101"
"2021-09-20 06:08:04.092834","13262774","114","115","201"
"2021-09-20 06:10:04.066706","13262785","95","96","185"
"2021-09-20 06:12:06.874616","13262808","52","53","85"
"2021-09-20 06:14:03.611988","13262819","70","71","95"
"2021-09-20 06:16:04.263212","13262830","67","67","67"
"2021-09-20 06:18:04.178087","13262839","90","91","111"
"2021-09-20 06:20:04.015268","13262848","98","98","115"
"2021-09-20 06:22:04.307643","13262860","85","85","85"
"2021-09-20 06:24:04.005095","13262866","95","95","97"
"2021-09-20 06:26:04.528689","13262874","103","103","113"
"2021-09-20 06:28:04.350622","13262884","96","96","97"
"2021-09-20 06:30:04.512437","13262894","81","82","82"
"2021-09-20 06:32:03.618172","13262903","85","86","86"
"2021-09-20 06:34:04.440392","13262910","110","112","122"
"2021-09-20 06:36:03.744831","13262920","94","95","108"
"2021-09-20 06:38:04.460527","13262926","108","108","116"
"2021-09-20 06:40:04.647758","13262932","109","109","109"
"2021-09-20 06:42:04.359749","13262941","105","105","106"
"2021-09-20 06:44:07.165824","13262944","134","134","136"
"2021-09-20 06:46:04.510135","13262950","109","110","110"
"2021-09-20 06:48:04.259348","13262964","103","104","128"
"2021-09-20 06:50:04.071485","13262971","99","99","99"
"2021-09-20 06:52:04.440542","13262985","70","71","71"
"2021-09-20 06:54:04.153234","13262998","71","72","94"
"2021-09-20 06:56:03.741485","13263006","81","81","81"
"2021-09-20 06:58:04.473178","13263022","60","61","82"
"2021-09-20 07:00:04.645216","13263030","64","65","65"
"2021-09-20 07:02:03.608999","13263035","115","125","206"
"2021-09-20 07:04:04.321482","13263045","167","175","189"
"2021-09-20 07:06:04.111705","13263057","157","161","161"
"2021-09-20 07:08:03.809948","13263066","149","152","154"
"2021-09-20 07:10:04.681399","13263075","189","190","190"
"2021-09-20 07:12:04.554666","13263084","196","198","207"
"2021-09-20 07:14:04.381549","13263095","178","181","181"
"2021-09-20 07:16:04.068058","13263106","189","193","212"
"2021-09-20 07:18:03.886118","13263115","179","181","181"
"2021-09-20 07:20:03.800827","13263121","242","244","246"
"2021-09-20 07:22:03.734954","13263132","172","173","173"
"2021-09-20 07:24:04.469833","13263142","208","209","211"
"2021-09-20 07:26:03.947599","13263149","190","191","191"
"2021-09-20 07:28:03.573409","13263152","190","192","199"
"2021-09-20 07:30:04.429859","13263163","130","132","132"
"2021-09-20 07:32:04.446703","13263174","142","145","178"
"2021-09-20 07:34:04.148560","13263183","118","121","169"
"2021-09-20 07:36:03.958237","13263188","146","148","207"
"2021-09-20 07:38:03.660124","13263195","144","146","146"
"2021-09-20 07:40:04.585185","13263206","129","130","188"
"2021-09-20 07:42:04.510316","13263219","100","100","101"
"2021-09-20 07:44:04.398711","13263232","80","81","81"
"2021-09-20 07:46:03.929615","13263245","73","73","74"
"2021-09-20 07:48:08.641450","13263249","107","107","171"
"2021-09-20 07:50:04.661468","13263255","88","88","88"
"2021-09-20 07:52:03.862581","13263259","137","137","140"
"2021-09-20 07:54:03.554730","13263268","110","111","138"
"2021-09-20 07:56:05.011141","13263275","113","115","123"
"2021-09-20 07:58:03.753831","13263285","97","97","107"
"2021-09-20 08:00:04.566818","13263291","100","100","106"
"2021-09-20 08:02:03.964504","13263299","115","115","115"
"2021-09-20 08:04:03.878085","13263310","85","85","88"
"2021-09-20 08:06:03.987594","13263317","107","107","108"
"2021-09-20 08:08:03.646879","13263325","89","90","90"
"2021-09-20 08:10:04.629597","13263332","108","108","109"
"2021-09-20 08:12:04.593216","13263344","87","87","88"
"2021-09-20 08:14:04.328296","13263349","104","105","109"
"2021-09-20 08:16:04.026957","13263360","79","80","100"
"2021-09-20 08:18:03.908387","13263370","91","92","98"
"2021-09-20 08:20:03.781228","13263375","102","103","104"
"2021-09-20 08:22:03.748758","13263392","65","65","71"
"2021-09-20 08:24:04.464394","13263398","76","77","93"
"2021-09-20 08:26:05.295867","13263411","69","70","70"
"2021-09-20 08:28:04.443026","13263421","82","82","102"
"2021-09-20 08:30:04.229589","13263433","65","66","67"
"2021-09-20 08:32:09.509113","13263442","85","86","91"
"2021-09-20 08:34:04.875702","13263446","106","107","108"
"2021-09-20 08:36:06.362687","13263463","65","66","66"
"2021-09-20 08:38:04.898385","13263471","80","81","81"
"2021-09-20 08:40:04.096060","13263480","71","71","72"
"2021-09-20 08:42:06.621507","13263489","70","71","71"
"2021-09-20 08:44:04.987395","13263496","83","84","94"
"2021-09-20 08:46:06.599468","13263504","87","87","100"
"2021-09-20 08:48:06.361675","13263514","77","77","77"
"2021-09-20 08:50:09.981065","13263525","66","66","66"
"2021-09-20 08:52:03.829475","13263534","72","73","82"
"2021-09-20 08:54:03.571559","13263546","61","61","61"
"2021-09-20 08:56:03.854952","13263555","68","69","89"
"2021-09-20 08:58:03.595032","13263565","67","67","73"
"2021-09-20 09:00:05.422505","13263575","47","47","48"
"2021-09-20 09:02:09.216495","13263588","129","129","131"
"2021-09-20 09:04:04.350997","13263598","209","210","228"
"2021-09-20 09:06:05.264725","13263604","373","374","379"
"2021-09-20 09:08:04.316334","13263609","399","404","426"
"2021-09-20 09:10:04.151909","13263622","235","235","236"
"2021-09-20 09:12:04.471908","13263626","263","264","264"
"2021-09-20 09:14:04.572572","13263636","223","226","226"
"2021-09-20 09:16:03.996095","13263644","208","209","209"
"2021-09-20 09:18:04.066362","13263655","221","222","230"
"2021-09-20 09:20:04.420136","13263669","159","159","160"
"2021-09-20 09:22:04.288311","13263680","161","162","179"
"2021-09-20 09:24:04.111605","13263695","146","147","147"
"2021-09-20 09:28:04.525403","13263717","201","201","203"
"2021-09-20 09:30:04.453593","13263728","200","201","201"
"2021-09-20 09:32:04.744380","13263736","171","172","172"
"2021-09-20 09:34:04.458676","13263744","157","157","157"
"2021-09-20 09:36:04.729849","13263751","159","160","245"
"2021-09-20 09:40:04.531359","13263764","172","172","254"
"2021-09-20 09:42:04.177379","13263771","132","132","133"
"2021-09-20 09:44:04.565765","13263782","111","111","112"
"2021-09-20 09:46:03.656360","13263796","101","102","155"
"2021-09-20 09:48:04.422476","13263810","92","92","113"
"2021-09-20 09:50:04.363958","13263819","103","103","103"
"2021-09-20 09:52:04.572994","13263832","81","81","81"
"2021-09-20 09:54:04.555627","13263841","82","82","84"
"2021-09-20 09:56:09.505639","13263850","110","111","114"
"2021-09-20 09:58:04.267706","13263858","99","100","107"
"2021-09-20 10:00:04.124671","13263864","118","119","133"
"2021-09-20 10:02:04.379778","13263875","94","95","95"
"2021-09-20 10:04:05.938859","13263888","71","71","71"
"2021-09-20 10:06:03.906375","13263889","80","80","86"
"2021-09-20 10:08:05.165219","13263898","97","98","98"
"2021-09-20 10:10:04.039955","13263909","101","101","102"
"2021-09-20 10:12:03.547018","13263916","107","108","108"
"2021-09-20 10:14:04.404836","13263922","111","111","114"
"2021-09-20 10:16:04.566339","13263925","133","133","136"
"2021-09-20 10:18:04.535387","13263934","102","102","102"
"2021-09-20 10:20:04.599803","13263943","92","92","97"
"2021-09-20 10:22:03.535706","13263952","84","85","85"
"2021-09-20 10:24:04.380584","13263955","93","94","94"
"2021-09-20 10:26:04.075183","13263962","118","119","120"
"2021-09-20 10:28:05.028079","13263968","155","156","157"
"2021-09-20 10:30:03.904999","13263981","104","105","105"
"2021-09-20 10:32:04.538868","13263991","125","125","136"
"2021-09-20 10:34:04.277663","13263998","122","123","136"
"2021-09-20 10:36:03.866565","13264004","120","120","120"
"2021-09-20 10:38:03.551561","13264017","95","98","98"
"2021-09-20 10:40:04.915259","13264021","140","140","143"
"2021-09-20 10:42:03.687411","13264029","121","123","144"
"2021-09-20 10:44:04.460797","13264041","103","103","104"
"2021-09-20 10:46:03.601663","13264050","94","94","94"
"2021-09-20 10:48:04.677260","13264061","82","82","90"
"2021-09-20 10:50:04.662379","13264074","78","78","78"
"2021-09-20 10:54:04.431161","13264091","85","85","98"
"2021-09-20 10:56:03.979880","13264102","68","68","68"
"2021-09-20 10:58:03.687653","13264111","93","94","96"
"2021-09-20 11:00:04.631242","13264117","82","83","83"
"2021-09-20 11:02:04.410478","13264126","90","90","97"
"2021-09-20 11:04:05.637122","13264134","90","91","100"
"2021-09-20 11:06:04.818652","13264148","70","71","71"
"2021-09-20 11:08:03.705889","13264151","99","101","112"
"2021-09-20 11:10:04.938916","13264163","89","90","90"
"2021-09-20 11:12:04.236045","13264173","75","76","76"
"2021-09-20 11:14:03.995611","13264181","71","72","72"
"2021-09-20 11:16:04.197966","13264186","112","113","115"
"2021-09-20 11:18:04.038727","13264192","97","97","108"
"2021-09-20 11:20:04.139727","13264199","98","98","100"
"2021-09-20 11:22:04.284300","13264211","80","81","81"
"2021-09-20 11:24:04.068808","13264221","72","73","73"
"2021-09-20 11:26:04.514564","13264230","75","75","76"
"2021-09-20 11:28:06.062938","13264244","61","62","62"
"2021-09-20 11:30:03.984672","13264254","61","61","61"
"2021-09-20 11:32:04.486449","13264259","88","89","90"
"2021-09-20 11:34:04.183272","13264275","61","61","61"
"2021-09-20 11:36:03.987307","13264280","73","74","98"
"2021-09-20 11:38:03.707039","13264286","96","96","97"
"2021-09-20 11:40:04.779197","13264295","93","93","94"
"2021-09-20 11:42:03.618664","13264300","113","114","115"
"2021-09-20 11:44:04.359285","13264309","94","94","95"
"2021-09-20 11:46:04.065726","13264323","125","224","225"
"2021-09-20 11:48:03.766990","13264333","106","106","107"
"2021-09-20 11:50:04.801665","13264339","96","97","99"
"2021-09-20 11:52:03.729545","13264350","87","88","88"
"2021-09-20 11:54:11.653679","13264359","74","75","75"
"2021-09-20 11:56:04.173195","13264366","93","94","95"
"2021-09-20 11:58:03.879102","13264376","90","90","91"
"2021-09-20 12:00:04.674347","13264384","94","95","97"
"2021-09-20 12:02:03.614292","13264393","97","97","101"
"2021-09-20 12:04:04.301409","13264404","103","104","104"
"2021-09-20 12:06:03.759113","13264412","98","98","98"
"2021-09-20 12:08:09.601461","13264424","88","89","89"
"2021-09-20 12:10:05.069177","13264432","87","87","94"
"2021-09-20 12:12:03.880305","13264436","118","119","121"
"2021-09-20 12:14:10.772190","13264448","113","114","115"
"2021-09-20 12:16:04.771276","13264455","110","110","121"
"2021-09-20 12:18:06.918701","13264460","129","129","135"
"2021-09-20 12:20:03.891553","13264468","128","128","128"
"2021-09-20 12:22:03.870501","13264480","111","111","113"
"2021-09-20 12:24:03.876747","13264485","130","130","132"
"2021-09-20 12:26:03.883467","13264494","103","104","105"
"2021-09-20 12:28:03.591614","13264505","116","116","117"
"2021-09-20 12:30:04.414284","13264518","96","96","125"
"2021-09-20 12:32:03.902014","13264527","87","88","111"
"2021-09-20 12:34:03.617749","13264540","71","72","72"
"2021-09-20 12:36:03.612611","13264550","75","75","89"
"2021-09-20 12:38:04.357548","13264558","82","82","108"
"2021-09-20 12:40:05.628745","13264566","86","87","87"
"2021-09-20 12:42:04.345760","13264575","79","79","79"
"2021-09-20 12:44:04.047880","13264586","73","73","73"
"2021-09-20 12:46:03.776952","13264603","67","67","69"
"2021-09-20 12:48:04.428303","13264607","81","82","83"
"2021-09-20 12:50:04.319236","13264615","84","85","85"
"2021-09-20 12:52:04.684747","13264622","92","92","93"
"2021-09-20 12:54:04.788539","13264630","87","87","87"
"2021-09-20 12:56:07.192368","13264639","71","72","92"
"2021-09-20 12:58:04.059853","13264646","81","81","81"
"2021-09-20 13:00:03.871717","13264658","69","69","69"
"2021-09-20 13:02:04.429353","13264666","78","78","79"
"2021-09-20 13:04:04.269319","13264675","74","75","78"
"2021-09-20 13:06:03.508515","13264686","74","74","76"
"2021-09-20 13:08:04.387340","13264696","79","79","90"
"2021-09-20 13:10:04.583044","13264706","82","83","84"
"2021-09-20 13:12:05.438189","13264716","68","68","69"
"2021-09-20 13:14:04.186929","13264724","75","75","75"
"2021-09-20 13:16:03.692412","13264733","75","75","78"
"2021-09-20 13:18:03.719574","13264745","67","68","69"
"2021-09-20 13:20:04.921173","13264762","54","54","55"
"2021-09-20 13:22:03.847174","13264774","55","55","57"
"2021-09-20 13:24:03.544805","13264782","67","68","76"
"2021-09-20 13:26:04.169491","13264786","95","95","106"
"2021-09-20 13:28:03.789610","13264794","81","81","81"
"2021-09-20 13:30:04.646064","13264806","75","76","83"
"2021-09-20 13:32:04.222997","13264819","63","64","64"
"2021-09-20 13:34:03.923355","13264828","71","72","73"
"2021-09-20 13:36:03.527010","13264839","54","55","55"
"2021-09-20 13:38:04.255890","13264849","61","61","61"
"2021-09-20 13:40:04.178308","13264858","56","57","60"
"2021-09-20 13:42:04.160006","13264867","74","75","75"
"2021-09-20 13:44:03.874128","13264881","56","56","57"
"2021-09-20 13:46:07.008996","13264892","68","68","70"
"2021-09-20 13:48:03.797946","13264899","75","75","79"
"2021-09-20 13:50:04.627632","13264907","72","73","81"
"2021-09-20 13:52:03.734212","13264914","69","70","70"
"2021-09-20 13:54:04.465424","13264922","89","90","93"
"2021-09-20 13:56:04.167016","13264927","98","98","100"
"2021-09-20 13:58:03.845574","13264932","106","106","111"
"2021-09-20 14:00:03.607321","13264944","76","76","78"
"2021-09-20 14:02:03.663383","13264949","110","111","112"
"2021-09-20 14:04:04.319644","13264957","104","105","105"
"2021-09-20 14:06:04.216282","13264967","80","81","81"
"2021-09-20 14:08:03.917231","13264977","86","86","86"
"2021-09-20 14:10:03.765606","13264990","66","66","67"
"2021-09-20 14:12:03.740520","13264995","101","102","102"
"2021-09-20 14:14:04.476359","13265002","107","107","109"
"2021-09-20 14:16:04.303222","13265008","160","160","161"
"2021-09-20 14:18:03.770013","13265020","133","133","135"
"2021-09-20 14:20:04.818292","13265031","140","140","140"
"2021-09-20 14:22:04.358376","13265044","202","203","203"
"2021-09-20 14:24:22.663290","13265052","313","314","314"
"2021-09-20 14:26:03.636556","13265060","316","316","317"
"2021-09-20 14:28:04.364188","13265073","126","127","127"
"2021-09-20 14:30:11.459342","13265083","105","106","117"
"2021-09-20 14:32:04.661797","13265091","118","118","124"
"2021-09-20 14:34:04.400405","13265099","104","104","104"
"2021-09-20 14:36:05.298245","13265107","84","85","91"
"2021-09-20 14:38:04.408943","13265116","84","84","84"
"2021-09-20 14:40:04.335973","13265124","83","84","84"
"2021-09-20 14:42:04.507690","13265133","89","90","91"
"2021-09-20 14:44:04.168331","13265140","82","83","83"
"2021-09-20 14:46:03.872866","13265155","68","69","80"
"2021-09-20 14:48:03.577246","13265163","87","87","94"
"2021-09-20 14:50:04.417783","13265179","50","50","50"
"2021-09-20 14:52:04.410847","13265185","63","63","64"
"2021-09-20 14:54:04.124788","13265189","84","84","86"
"2021-09-20 14:56:05.226746","13265204","58","58","58"
"2021-09-20 14:58:03.981080","13265213","74","75","81"
"2021-09-20 15:00:03.737009","13265226","64","65","73"
"2021-09-20 15:02:04.926703","13265237","64","64","66"
"2021-09-20 15:04:03.692640","13265250","60","62","66"
"2021-09-20 15:06:04.330379","13265264","43","43","43"
"2021-09-20 15:08:04.278456","13265274","52","52","53"
"2021-09-20 15:10:04.162872","13265284","56","57","60"
"2021-09-20 15:12:03.952893","13265294","49","50","50"
"2021-09-20 15:14:03.782014","13265299","73","73","75"
"2021-09-20 15:16:05.166863","13265306","60","61","61"
"2021-09-20 15:18:04.360613","13265313","79","79","80"
"2021-09-20 15:20:04.578891","13265322","68","69","69"
"2021-09-20 15:22:04.547738","13265329","71","72","72"
"2021-09-20 15:24:04.248328","13265339","58","59","59"
"2021-09-20 15:26:04.332461","13265343","72","73","73"
"2021-09-20 15:28:04.057231","13265350","80","81","82"
"2021-09-20 15:30:04.256411","13265357","72","73","73"
"2021-09-20 15:32:04.396648","13265364","83","83","85"
"2021-09-20 15:34:04.311407","13265372","73","73","73"
"2021-09-20 15:36:03.922255","13265382","62","62","62"
"2021-09-20 15:38:03.894614","13265390","56","56","57"
"2021-09-20 15:40:03.745401","13265403","48","49","49"
"2021-09-20 15:42:04.385703","13265413","52","53","54"
"2021-09-20 15:44:04.100453","13265417","71","72","73"
"2021-09-20 15:46:03.781464","13265428","64","65","66"
"2021-09-20 15:48:04.559792","13265436","59","60","60"
"2021-09-20 15:50:04.481283","13265447","57","58","65"
"2021-09-20 15:52:04.358176","13265456","63","64","68"
"2021-09-20 15:54:05.189593","13265461","84","84","89"
"2021-09-20 15:56:04.064142","13265472","71","71","78"
"2021-09-20 15:58:03.750899","13265483","67","68","69"
"2021-09-20 16:00:04.545300","13265490","70","70","74"
"2021-09-20 16:02:04.461881","13265500","60","60","62"
"2021-09-20 16:04:04.109653","13265514","53","54","54"
"2021-09-20 16:06:04.732882","13265525","52","52","52"
"2021-09-20 16:08:04.430501","13265535","56","56","58"
"2021-09-20 16:10:04.380169","13265542","50","50","50"
"2021-09-20 16:12:03.570875","13265550","69","70","71"
"2021-09-20 16:14:04.323176","13265561","65","66","71"
"2021-09-20 16:16:04.289154","13265571","62","63","66"
"2021-09-20 16:18:04.202318","13265577","67","68","68"
"2021-09-20 16:20:04.013481","13265594","53","53","64"
"2021-09-20 16:22:04.382665","13265600","68","69","70"
"2021-09-20 16:24:04.034289","13265607","84","84","86"
"2021-09-20 16:26:04.149801","13265619","80","81","83"
"2021-09-20 16:28:03.836529","13265625","87","87","87"
"2021-09-20 16:30:03.644149","13265636","84","84","86"
"2021-09-20 16:32:03.852160","13265639","102","102","103"
"2021-09-20 16:34:03.559143","13265648","98","99","99"
"2021-09-20 16:36:04.354988","13265654","107","108","109"
"2021-09-20 16:38:04.409961","13265662","106","107","107"
"2021-09-20 16:40:04.307285","13265672","91","92","92"
"2021-09-20 16:42:04.881419","13265682","97","97","108"
